NCTI322C.PV_Timestamp FASE U;NCTI322C.PV_Value FASE U;NCTI322C.PV_Confidence FASE U;NCTI322D.PV_Timestamp FASE V;NCTI322D.PV_Value FASE V;NCTI322D.PV_Confidence FASE V;NCTI322E.PV_Timestamp FASE W;NCTI322E.PV_Value FASE W;NCTI322E.PV_Confidence FASE W
23/06/2021 13:36;86.75;100;22/06/2021 02:23;81.74;100;22/06/2021 08:24;78.38;100
23/06/2021 13:40;86.59;100;22/06/2021 02:29;82.11;100;23/06/2021 12:54;86.62;100
24/06/2021 09:32;83.27;100;22/06/2021 08:09;78.26;100;23/06/2021 13:40;86.55;100
24/06/2021 16:19;89.8;100;23/06/2021 12:48;86.07;100;24/06/2021 08:04;82.84;100
25/06/2021 00:51;86.58;100;23/06/2021 13:40;86;100;24/06/2021 17:08;89.61;100
25/06/2021 11:54;91.87;100;24/06/2021 09:06;83.02;100;25/06/2021 00:51;85.79;100
25/06/2021 23:04;76.25;100;24/06/2021 16:15;89.31;100;25/06/2021 11:49;91.87;100
26/06/2021 12:02;78.4;100;25/06/2021 00:51;86.14;100;25/06/2021 23:02;76;100
27/06/2021 08:36;72.95;100;25/06/2021 11:51;91.26;100;26/06/2021 12:02;78.21;100
27/06/2021 14:51;80.03;100;25/06/2021 23:02;76;100;27/06/2021 08:17;72.46;100
27/06/2021 23:13;77.99;100;26/06/2021 12:02;78.02;100;27/06/2021 15:09;79.79;100
28/06/2021 00:20;79.97;100;27/06/2021 08:33;72.64;100;27/06/2021 23:13;77.33;100
29/06/2021 08:46;68;100;27/06/2021 14:49;79.48;100;28/06/2021 00:06;79.42;100
29/06/2021 10:24;69.7;100;27/06/2021 23:13;77.62;100;29/06/2021 08:01;67.82;100
29/06/2021 16:01;77.65;100;28/06/2021 00:34;79.66;100;29/06/2021 10:24;69.53;100
30/06/2021 08:59;68;100;29/06/2021 08:37;67.64;100;29/06/2021 15:53;77.65;100
30/06/2021 21:34;72.34;100;29/06/2021 10:24;69.16;100;30/06/2021 09:08;68;100
01/07/2021 08:02;68.62;100;29/06/2021 15:52;77.04;100;30/06/2021 21:34;72.1;100
02/07/2021 02:21;88.27;100;30/06/2021 09:02;67.82;100;01/07/2021 08:07;68.43;100
02/07/2021 08:45;83.7;100;30/06/2021 21:34;72.16;100;02/07/2021 02:26;87.84;100
02/07/2021 09:04;83.33;100;01/07/2021 08:17;68.31;100;02/07/2021 08:45;83.33;100
03/07/2021 13:22;93.4;100;02/07/2021 02:11;87.72;100;02/07/2021 08:56;83.27;100
03/07/2021 19:56;88.45;100;02/07/2021 08:45;83.49;100;03/07/2021 13:40;93.22;100
04/07/2021 08:39;83.94;100;02/07/2021 08:58;82.96;100;03/07/2021 19:56;88.36;100
04/07/2021 14:28;93.95;100;03/07/2021 13:33;92.85;100;04/07/2021 08:38;83.51;100
05/07/2021 07:07;87.38;100;03/07/2021 19:56;88.08;100;04/07/2021 14:28;93.77;100
05/07/2021 14:05;94.93;100;04/07/2021 09:03;83.57;100;05/07/2021 07:07;86.91;100
06/07/2021 07:34;83.88;100;04/07/2021 23:44;93.4;100;05/07/2021 14:03;94.93;100
06/07/2021 18:18;86.46;100;05/07/2021 07:07;87.23;100;06/07/2021 07:38;83.69;100
07/07/2021 08:37;79.91;100;05/07/2021 14:03;94.68;100;06/07/2021 18:18;86.54;100
07/07/2021 23:10;104.33;100;06/07/2021 07:39;83.63;100;07/07/2021 08:30;79.91;100
08/07/2021 05:29;98.4;100;06/07/2021 18:18;86.07;100;07/07/2021 22:44;103.84;100
08/07/2021 13:16;106.34;100;07/07/2021 08:30;79.6;100;08/07/2021 05:29;97.73;100
09/07/2021 09:04;69.41;100;07/07/2021 23:27;104.27;100;08/07/2021 13:17;106.52;100
09/07/2021 16:40;103.17;100;08/07/2021 05:29;98.09;100;09/07/2021 09:08;69.23;100
10/07/2021 17:34;108.29;100;08/07/2021 13:16;106.04;100;09/07/2021 16:40;103.08;100
11/07/2021 03:49;91.69;100;09/07/2021 09:12;68.98;100;10/07/2021 17:31;107.93;100
11/07/2021 03:51;92.01;100;09/07/2021 16:40;102.59;100;11/07/2021 03:49;91.08;100
11/07/2021 10:07;95.48;100;10/07/2021 17:30;107.62;100;11/07/2021 03:51;91.13;100
12/07/2021 11:11;85.83;100;11/07/2021 03:43;91.45;100;11/07/2021 10:11;94.86;100
12/07/2021 15:02;93.22;100;11/07/2021 03:51;91.67;100;12/07/2021 09:57;85.71;100
12/07/2021 17:03;95.11;100;11/07/2021 10:06;95.11;100;12/07/2021 15:02;93.3;100
13/07/2021 17:21;80.15;100;12/07/2021 09:55;85.52;100;12/07/2021 16:36;94.8;100
14/07/2021 02:13;84.79;100;12/07/2021 15:02;92.91;100;13/07/2021 17:22;79.97;100
14/07/2021 08:55;80.46;100;12/07/2021 16:45;94.38;100;14/07/2021 02:13;84.32;100
14/07/2021 16:27;88.52;100;13/07/2021 17:21;79.42;100;14/07/2021 08:51;79.97;100
15/07/2021 13:24;86.38;0;14/07/2021 02:13;84.58;100;14/07/2021 16:25;88.33;100
;;;14/07/2021 08:47;80.15;100;15/07/2021 13:24;86.07;0
;;;14/07/2021 16:37;88.03;100;;;
;;;15/07/2021 13:24;86.14;0;;;
